time,adc,voltage
20:20:44,30848,1.553344014648661
20:23:44,30400,1.5275623712520026
20:26:44,29760,1.4985580224307622
20:29:44,29568,1.485667200732433
20:32:44,29248,1.4727763790341037
20:35:44,28992,1.4598855573357747
20:38:45,28736,1.4469947356374455
20:41:45,28544,1.4341039139391165
20:44:45,27840,1.3986541542687112
20:47:45,27904,1.405099565117876
20:50:45,27712,1.395431448844129
20:53:45,27840,1.395431448844129
20:56:45,27968,1.408322270542458
20:59:45,28160,1.4147676813916226
21:02:45,28800,1.4469947356374455
21:05:45,29696,1.4921126115815975
21:08:45,30080,1.5114488441290912
21:11:45,29632,1.4953353170061798
21:14:45,29568,1.485667200732433
21:17:45,29632,1.4953353170061798
21:20:45,29760,1.5017807278553443
21:23:45,29760,1.5050034332799267
21:26:45,29888,1.5082261387045088
21:29:45,29952,1.5082261387045088
21:32:46,29952,1.5114488441290912
21:35:46,29952,1.5082261387045088
21:38:46,30144,1.517894254978256
